id,date,week_day,steps,distance,very_active_min,fair_active_min,light_active_min,sed_min,calories
1644430081,"2016-04-02 00:00:00",Saturday,20237,14.71000004,34,141,347,918,4029
1644430081,"2016-04-03 00:00:00",Sunday,12912,9.409999847,59,16,283,1082,3436
1644430081,"2016-04-04 00:00:00",Monday,2819,2.049999952,4,4,87,1345,2444
1644430081,"2016-04-05 00:00:00",Tuesday,9921,7.210000038,5,35,219,1181,3098
1644430081,"2016-04-06 00:00:00",Wednesday,8046,5.849999905,18,41,137,1244,2925
1644430081,"2016-04-07 00:00:00",Thursday,11166,8.119999886,3,58,230,1149,3202
1644430081,"2016-04-08 00:00:00",Friday,7842,5.699999809,7,43,161,1229,2928
1644430081,"2016-04-09 00:00:00",Saturday,13840,10.06000042,18,81,192,1149,3290
1644430081,"2016-04-10 00:00:00",Sunday,1329,0.9700000286,0,0,35,207,489
1844505072,"2016-04-01 00:00:00",Friday,6847,4.53000021,9,9,251,1171,1969
1844505072,"2016-04-02 00:00:00",Saturday,5367,3.549999952,0,0,263,1177,1889
1844505072,"2016-04-03 00:00:00",Sunday,2841,1.879999995,0,0,136,1114,1636
1844505072,"2016-04-04 00:00:00",Monday,0,0,0,0,0,669,1347
1844505072,"2016-04-05 00:00:00",Tuesday,0,0,0,0,0,1440,1347
1844505072,"2016-04-06 00:00:00",Wednesday,7,0,0,0,1,1439,1349
1844505072,"2016-04-07 00:00:00",Thursday,6344,4.190000057,0,0,290,1150,1965
1844505072,"2016-04-08 00:00:00",Friday,5316,3.50999999,0,0,221,1219,1824
1844505072,"2016-04-09 00:00:00",Saturday,4979,3.289999962,0,0,184,620,1807
1844505072,"2016-04-10 00:00:00",Sunday,6556,4.340000153,0,0,305,810,1971
1844505072,"2016-04-11 00:00:00",Monday,5430,3.589999914,0,0,251,1189,1888
1844505072,"2016-04-12 00:00:00",Tuesday,0,0,0,0,0,426,399
1927972279,"2016-04-01 00:00:00",Friday,4317,2.99000001,0,11,192,854,2590
1927972279,"2016-04-02 00:00:00",Saturday,5662,3.920000076,0,0,267,858,2783
1927972279,"2016-04-03 00:00:00",Sunday,3198,2.210000038,0,0,146,1183,2449
1927972279,"2016-04-04 00:00:00",Monday,2352,1.629999995,0,0,128,829,2380
1927972279,"2016-04-05 00:00:00",Tuesday,2234,1.549999952,0,0,108,912,2344
1927972279,"2016-04-06 00:00:00",Wednesday,1259,0.8700000048,0,0,73,938,2202
1927972279,"2016-04-07 00:00:00",Thursday,768,0.5299999714,0,0,43,1397,2130
1927972279,"2016-04-08 00:00:00",Friday,519,0.3600000143,0,0,34,1406,2088
1927972279,"2016-04-09 00:00:00",Saturday,2523,1.75,0,9,134,1250,2443
1927972279,"2016-04-10 00:00:00",Sunday,2105,1.460000038,0,0,139,805,2442
1927972279,"2016-04-11 00:00:00",Monday,1209,0.8399999738,0,0,73,842,2255
1927972279,"2016-04-12 00:00:00",Tuesday,24,0.01999999955,0,0,3,161,942
2022484408,"2016-04-01 00:00:00",Friday,13603,9.600000381,72,16,213,1139,2645
2022484408,"2016-04-02 00:00:00",Saturday,5477,3.839999914,0,0,237,1203,2040
2022484408,"2016-04-03 00:00:00",Sunday,11144,7.820000172,25,22,279,1114,2395
2022484408,"2016-04-04 00:00:00",Monday,15313,11,62,19,233,1126,2581
2022484408,"2016-04-05 00:00:00",Tuesday,10805,7.590000153,36,37,298,1069,2735
2022484408,"2016-04-06 00:00:00",Wednesday,15392,10.93000031,47,42,258,1093,2733
2022484408,"2016-04-07 00:00:00",Thursday,18247,13.82999992,72,62,252,1054,3021
2022484408,"2016-04-08 00:00:00",Friday,13023,9.260000229,40,12,296,1092,2577
2022484408,"2016-04-09 00:00:00",Saturday,16267,12.59000015,44,16,302,1078,2811
2022484408,"2016-04-10 00:00:00",Sunday,10005,7.019999981,1,23,339,1077,2458
2022484408,"2016-04-11 00:00:00",Monday,10106,7.090000153,41,16,272,1111,2568
2022484408,"2016-04-12 00:00:00",Tuesday,6717,4.71999979,41,5,67,551,1140
2026352035,"2016-04-01 00:00:00",Friday,2605,1.620000005,0,0,166,729,1407
2026352035,"2016-04-02 00:00:00",Saturday,1229,0.7599999905,0,0,69,795,1237
2026352035,"2016-04-03 00:00:00",Sunday,2308,1.429999948,0,0,115,720,1330
2026352035,"2016-04-04 00:00:00",Monday,6679,4.139999866,0,0,263,644,1583
2026352035,"2016-04-05 00:00:00",Tuesday,5645,3.5,0,0,248,621,1538
2026352035,"2016-04-06 00:00:00",Wednesday,3180,1.970000029,0,0,185,738,1421
2026352035,"2016-04-07 00:00:00",Thursday,2767,1.720000029,0,0,170,673,1392
2026352035,"2016-04-08 00:00:00",Friday,3762,2.329999924,0,0,173,719,1425
2026352035,"2016-04-09 00:00:00",Saturday,3098,1.919999957,0,0,185,700,1413
2026352035,"2016-04-10 00:00:00",Sunday,5142,3.190000057,0,0,230,654,1515
2026352035,"2016-04-11 00:00:00",Monday,3279,2.029999971,0,0,164,694,1405
2026352035,"2016-04-12 00:00:00",Tuesday,1019,0.6299999952,0,0,64,223,600
2320127002,"2016-04-01 00:00:00",Friday,0,0,0,0,0,1440,1324
2320127002,"2016-04-02 00:00:00",Saturday,0,0,0,0,0,1440,1324
2320127002,"2016-04-03 00:00:00",Sunday,0,0,0,0,0,1440,1324
2320127002,"2016-04-04 00:00:00",Monday,0,0,0,0,0,1440,1324
2320127002,"2016-04-05 00:00:00",Tuesday,4931,3.319999933,0,0,175,1265,1708
2320127002,"2016-04-06 00:00:00",Wednesday,6999,4.71999979,0,0,320,1120,1950
2320127002,"2016-04-07 00:00:00",Thursday,1846,1.24000001,0,0,93,1347,1508
2320127002,"2016-04-08 00:00:00",Friday,3417,2.299999952,0,0,153,1287,1625
2320127002,"2016-04-09 00:00:00",Saturday,4863,3.279999971,1,11,208,1220,1772
2320127002,"2016-04-10 00:00:00",Sunday,2277,1.529999971,0,0,103,1337,1530
2320127002,"2016-04-11 00:00:00",Monday,11230,7.670000076,10,2,390,1038,2206
2320127002,"2016-04-12 00:00:00",Tuesday,2098,1.409999967,0,0,69,617,790
2347167796,"2016-03-29 00:00:00",Tuesday,10272,6.789999962,2,58,208,700,2041
2347167796,"2016-03-30 00:00:00",Wednesday,10533,7.099999905,21,35,255,615,2187
2347167796,"2016-03-31 00:00:00",Thursday,6760,4.46999979,0,0,250,613,1929
2347167796,"2016-04-01 00:00:00",Friday,8328,5.510000229,0,33,212,804,1935
2347167796,"2016-04-02 00:00:00",Saturday,15459,10.22000027,51,16,327,583,2438
2347167796,"2016-04-03 00:00:00",Sunday,7485,4.949999809,0,0,324,491,2035
2347167796,"2016-04-04 00:00:00",Monday,10254,6.800000191,21,25,231,638,2099
2347167796,"2016-04-05 00:00:00",Tuesday,10114,6.820000172,18,9,269,696,2096
2347167796,"2016-04-06 00:00:00",Wednesday,11107,7.340000153,14,46,196,759,2058
2347167796,"2016-04-07 00:00:00",Thursday,10320,6.849999905,15,32,315,1002,2338
2347167796,"2016-04-08 00:00:00",Friday,10209,6.75,2,6,316,711,2104
2347167796,"2016-04-09 00:00:00",Saturday,16081,10.63000011,16,32,401,970,2488
2347167796,"2016-04-10 00:00:00",Sunday,10078,6.829999924,12,3,303,463,2164
2347167796,"2016-04-11 00:00:00",Monday,10001,6.610000134,5,52,196,788,2009
2347167796,"2016-04-12 00:00:00",Tuesday,0,0,0,0,0,425,399
2873212765,"2016-04-01 00:00:00",Friday,890,0.6000000238,0,0,41,1399,1335
2873212765,"2016-04-02 00:00:00",Saturday,2214,1.49000001,0,0,197,1243,1559
2873212765,"2016-04-03 00:00:00",Sunday,7640,5.130000114,3,15,315,1107,1845
2873212765,"2016-04-04 00:00:00",Monday,9713,6.53000021,6,24,355,1055,2046
2873212765,"2016-04-05 00:00:00",Tuesday,8432,5.670000076,0,0,374,1066,1953
2873212765,"2016-04-06 00:00:00",Wednesday,7350,4.940000057,0,0,382,1058,1910
2873212765,"2016-04-07 00:00:00",Thursday,9353,6.309999943,5,17,363,1055,2035
2873212765,"2016-04-08 00:00:00",Friday,7157,4.809999943,0,0,380,1060,1944
2873212765,"2016-04-09 00:00:00",Saturday,14103,9.56000042,46,8,288,1098,2257
2873212765,"2016-04-10 00:00:00",Sunday,5290,3.549999952,1,8,251,1180,1724
2873212765,"2016-04-11 00:00:00",Monday,7497,5.039999962,0,0,357,882,1741
2873212765,"2016-04-12 00:00:00",Tuesday,0,0,0,0,0,1440,0
3372868164,"2016-04-01 00:00:00",Friday,5785,3.950000048,0,0,311,1129,1852
3372868164,"2016-04-02 00:00:00",Saturday,7625,5.230000019,24,1,341,1074,2069
3372868164,"2016-04-03 00:00:00",Sunday,4706,3.210000038,0,0,299,1141,1816
3372868164,"2016-04-04 00:00:00",Monday,5861,4.019999981,20,7,233,1180,1878
3372868164,"2016-04-05 00:00:00",Tuesday,4460,3.039999962,0,0,248,1192,1787
3372868164,"2016-04-06 00:00:00",Wednesday,6406,4.389999866,17,4,325,1094,2010
3372868164,"2016-04-07 00:00:00",Thursday,7392,5.099999905,14,9,332,1085,2038
3372868164,"2016-04-08 00:00:00",Friday,5551,3.789999962,0,0,282,1158,1815
3372868164,"2016-04-09 00:00:00",Saturday,8827,6.25,21,10,346,1063,2062
3372868164,"2016-04-10 00:00:00",Sunday,4662,3.180000067,22,4,152,735,1276
3977333714,"2016-04-01 00:00:00",Friday,4499,3.00999999,0,0,168,842,1288
3977333714,"2016-04-02 00:00:00",Saturday,7618,5.099999905,0,6,302,842,1490
3977333714,"2016-04-03 00:00:00",Sunday,11508,7.699999809,29,22,282,748,1630
3977333714,"2016-04-04 00:00:00",Monday,11943,7.989999771,16,43,297,710,1648
3977333714,"2016-04-05 00:00:00",Tuesday,12303,8.229999542,26,32,291,605,1649
3977333714,"2016-04-06 00:00:00",Wednesday,15425,10.31999969,24,45,331,614,1783
3977333714,"2016-04-07 00:00:00",Thursday,8422,5.630000114,0,81,139,815,1431
3977333714,"2016-04-08 00:00:00",Friday,10226,6.840000153,0,101,174,685,1524
3977333714,"2016-04-09 00:00:00",Saturday,14583,9.760000229,35,36,254,697,1697
3977333714,"2016-04-10 00:00:00",Sunday,3573,2.390000105,15,8,99,866,1232
3977333714,"2016-04-11 00:00:00",Monday,3108,2.140000105,1,1,129,894,1223
3977333714,"2016-04-12 00:00:00",Tuesday,759,0.5699999928,0,0,17,187,182
4020332650,"2016-03-12 00:00:00",Saturday,5543,3.970000029,0,0,254,757,2990
4020332650,"2016-03-13 00:00:00",Sunday,3226,2.309999943,0,0,136,771,2480
4020332650,"2016-03-14 00:00:00",Monday,3023,2.170000076,0,0,145,1005,2570
4020332650,"2016-03-15 00:00:00",Tuesday,5906,4.230000019,0,10,215,874,3016
4020332650,"2016-03-16 00:00:00",Wednesday,12483,8.989999771,25,14,309,599,3830
4020332650,"2016-03-17 00:00:00",Thursday,8940,6.409999847,0,0,47,986,3706
4020332650,"2016-03-18 00:00:00",Friday,368,0.2599999905,0,0,0,1440,2024
4020332650,"2016-03-19 00:00:00",Saturday,5702,4.090000153,0,0,0,1440,2980
4020332650,"2016-03-20 00:00:00",Sunday,10330,7.409999847,0,0,0,1440,3728
4020332650,"2016-03-21 00:00:00",Monday,8778,6.289999962,0,0,0,1440,3348
4020332650,"2016-03-22 00:00:00",Tuesday,6662,4.78000021,0,0,0,1440,3162
4020332650,"2016-03-23 00:00:00",Wednesday,6309,4.519999981,0,0,0,1440,3140
4020332650,"2016-03-24 00:00:00",Thursday,1951,1.409999967,0,0,0,1440,1980
4020332650,"2016-03-25 00:00:00",Friday,5563,3.99000001,0,0,0,1440,3681
4020332650,"2016-03-26 00:00:00",Saturday,4370,3.130000114,0,0,0,1440,3444
4020332650,"2016-03-27 00:00:00",Sunday,7144,5.119999886,0,0,0,1440,3510
4020332650,"2016-03-28 00:00:00",Monday,2106,1.50999999,31,45,75,1289,4010
4020332650,"2016-03-29 00:00:00",Tuesday,4152,2.980000019,0,0,187,1253,2976
4020332650,"2016-03-30 00:00:00",Wednesday,5400,3.869999886,0,0,258,795,3418
4020332650,"2016-03-31 00:00:00",Thursday,7428,5.329999924,18,33,261,860,3439
4020332650,"2016-04-01 00:00:00",Friday,5351,3.839999914,15,17,210,748,3338
4020332650,"2016-04-02 00:00:00",Saturday,4299,3.099999905,3,15,162,752,2892
4020332650,"2016-04-03 00:00:00",Sunday,6107,4.380000114,0,0,265,776,3313
4020332650,"2016-04-04 00:00:00",Monday,6429,4.599999905,0,28,193,741,3118
4020332650,"2016-04-05 00:00:00",Tuesday,6880,4.929999828,7,19,165,1249,2966
4020332650,"2016-04-06 00:00:00",Wednesday,7476,5.360000134,0,0,263,920,3253
4020332650,"2016-04-07 00:00:00",Thursday,6581,4.71999979,0,8,241,1191,3032
4020332650,"2016-04-08 00:00:00",Friday,10480,7.510000229,6,37,272,1125,4034
4020332650,"2016-04-09 00:00:00",Saturday,7734,5.550000191,20,12,223,1185,3264
4020332650,"2016-04-10 00:00:00",Sunday,5129,3.680000067,5,7,176,1178,2817
4020332650,"2016-04-11 00:00:00",Monday,2993,2.150000095,0,0,114,888,2507
4020332650,"2016-04-12 00:00:00",Tuesday,8,0.009999999776,0,0,1,321,446
4057192912,"2016-03-12 00:00:00",Saturday,0,0,0,0,0,1440,1777
4057192912,"2016-03-13 00:00:00",Sunday,0,0,0,0,0,1440,1777
4057192912,"2016-03-14 00:00:00",Monday,8433,6.230000019,30,7,135,1268,2453
4057192912,"2016-03-15 00:00:00",Tuesday,0,0,0,0,0,1440,1776
4057192912,"2016-03-16 00:00:00",Wednesday,2139,1.559999943,0,28,15,1397,1935
4057192912,"2016-03-17 00:00:00",Thursday,0,0,0,0,0,1440,1776
4057192912,"2016-03-18 00:00:00",Friday,949,0.6899999976,0,0,34,1406,1870
4057192912,"2016-03-19 00:00:00",Saturday,0,0,0,0,0,1440,1777
4057192912,"2016-03-20 00:00:00",Sunday,44,0.02999999933,0,0,2,1438,1782
4057192912,"2016-03-21 00:00:00",Monday,2660,1.940000057,0,0,46,1394,1978
4057192912,"2016-03-22 00:00:00",Tuesday,5561,4.190000057,0,0,169,1271,2296
4057192912,"2016-03-23 00:00:00",Wednesday,7239,5.340000153,7,7,190,1236,2484
4057192912,"2016-03-24 00:00:00",Thursday,7,0.009999999776,0,0,1,1439,1787
4057192912,"2016-03-25 00:00:00",Friday,0,0,0,0,0,1440,1776
4057192912,"2016-03-26 00:00:00",Saturday,0,0,0,0,0,1440,1776
4057192912,"2016-03-27 00:00:00",Sunday,2275,1.679999948,0,0,86,1354,2005
4057192912,"2016-03-28 00:00:00",Monday,8,0.009999999776,0,0,1,1439,1778
4057192912,"2016-03-29 00:00:00",Tuesday,5137,3.75999999,0,0,160,1280,2293
4057192912,"2016-03-30 00:00:00",Wednesday,5419,4,0,0,145,1295,2259
4057192912,"2016-03-31 00:00:00",Thursday,0,0,0,0,0,1440,1776
4057192912,"2016-04-01 00:00:00",Friday,0,0,0,0,0,1440,1776
4057192912,"2016-04-02 00:00:00",Saturday,0,0,0,0,0,1440,1776
4057192912,"2016-04-03 00:00:00",Sunday,0,0,0,0,0,1440,1776
4057192912,"2016-04-04 00:00:00",Monday,0,0,0,0,0,1440,1776
4057192912,"2016-04-05 00:00:00",Tuesday,0,0,0,0,0,1440,1776
4057192912,"2016-04-06 00:00:00",Wednesday,18,0.009999999776,0,0,2,1438,1780
4057192912,"2016-04-07 00:00:00",Thursday,4,0,0,0,1,1439,1778
4057192912,"2016-04-08 00:00:00",Friday,8426,6.159999847,2,120,25,1293,2360
4057192912,"2016-04-09 00:00:00",Saturday,1650,1.210000038,0,0,60,1380,1952
4057192912,"2016-04-10 00:00:00",Sunday,3434,2.50999999,1,7,108,1324,2101
4057192912,"2016-04-11 00:00:00",Monday,6801,4.980000019,0,0,193,1247,2393
4057192912,"2016-04-12 00:00:00",Tuesday,187,0.1400000006,0,0,11,400,538
4319703577,"2016-03-29 00:00:00",Tuesday,5643,3.789999962,3,8,199,683,1958
4319703577,"2016-03-30 00:00:00",Wednesday,9043,6.070000172,4,12,244,702,2141
4319703577,"2016-03-31 00:00:00",Thursday,8144,5.460000038,4,17,247,1125,2129
4319703577,"2016-04-01 00:00:00",Friday,9343,6.269999981,14,20,268,654,2216
4319703577,"2016-04-02 00:00:00",Saturday,8405,5.659999847,15,4,257,621,2154
4319703577,"2016-04-03 00:00:00",Sunday,8223,5.519999981,12,37,257,551,2178
4319703577,"2016-04-04 00:00:00",Monday,10067,6.760000229,5,39,313,578,2308
4319703577,"2016-04-05 00:00:00",Tuesday,8359,5.630000114,3,14,311,638,2201
4319703577,"2016-04-06 00:00:00",Wednesday,10946,7.349999905,8,51,308,569,2341
4319703577,"2016-04-07 00:00:00",Thursday,9130,6.150000095,7,11,304,668,2236
4319703577,"2016-04-08 00:00:00",Friday,6544,4.409999847,4,6,276,1132,2069
4319703577,"2016-04-09 00:00:00",Saturday,0,0,0,0,0,1440,0
4388161847,"2016-03-29 00:00:00",Tuesday,0,0,0,0,0,1440,1878
4388161847,"2016-03-30 00:00:00",Wednesday,0,0,0,0,0,1440,1878
4388161847,"2016-03-31 00:00:00",Thursday,0,0,0,0,0,1440,1878
4388161847,"2016-04-01 00:00:00",Friday,0,0,0,0,0,1440,1878
4388161847,"2016-04-02 00:00:00",Saturday,0,0,0,0,0,1440,1878
4388161847,"2016-04-03 00:00:00",Sunday,0,0,0,0,0,1440,1878
4388161847,"2016-04-04 00:00:00",Monday,0,0,0,0,0,1440,1878
4388161847,"2016-04-05 00:00:00",Tuesday,0,0,0,0,0,994,1296
4445114986,"2016-03-29 00:00:00",Tuesday,2303,1.549999952,0,0,155,807,2010
4445114986,"2016-03-30 00:00:00",Wednesday,2600,1.74000001,0,0,163,1277,2032
4445114986,"2016-03-31 00:00:00",Thursday,4804,3.220000029,0,0,238,786,2227
4445114986,"2016-04-01 00:00:00",Friday,3271,2.190000057,0,0,205,898,2133
4445114986,"2016-04-02 00:00:00",Saturday,5406,3.630000114,0,0,273,672,2317
4445114986,"2016-04-03 00:00:00",Sunday,3146,2.109999895,0,0,171,1269,2058
4445114986,"2016-04-04 00:00:00",Monday,2422,1.629999995,0,0,110,1330,1935
4445114986,"2016-04-05 00:00:00",Tuesday,4239,2.839999914,1,6,235,702,2217
4445114986,"2016-04-06 00:00:00",Wednesday,6911,4.78000021,28,2,215,745,2374
4445114986,"2016-04-07 00:00:00",Thursday,6667,4.610000134,24,1,208,939,2335
4445114986,"2016-04-08 00:00:00",Friday,5543,3.720000029,0,0,266,941,2303
4445114986,"2016-04-09 00:00:00",Saturday,4195,2.809999943,0,0,239,758,2210
4445114986,"2016-04-10 00:00:00",Sunday,6625,4.449999809,0,0,316,755,2424
4445114986,"2016-04-11 00:00:00",Monday,5986,4.130000114,23,5,195,789,2297
4445114986,"2016-04-12 00:00:00",Tuesday,278,0.1899999976,0,0,20,253,745
4558609924,"2016-04-01 00:00:00",Friday,5336,3.529999971,0,0,258,1182,1902
4558609924,"2016-04-02 00:00:00",Saturday,3183,2.099999905,0,0,173,1180,1680
4558609924,"2016-04-03 00:00:00",Sunday,6176,4.079999924,1,7,269,886,1901
4558609924,"2016-04-04 00:00:00",Monday,8205,5.420000076,0,0,367,1073,2078
4558609924,"2016-04-05 00:00:00",Tuesday,6799,4.489999771,24,14,185,1217,1876
4558609924,"2016-04-06 00:00:00",Wednesday,5668,3.75,0,0,259,1181,1853
4558609924,"2016-04-07 00:00:00",Thursday,7998,5.289999962,27,12,296,1105,2235
4558609924,"2016-04-08 00:00:00",Friday,4195,2.769999981,0,0,241,1199,1778
4558609924,"2016-04-09 00:00:00",Saturday,5512,3.640000105,0,0,276,1164,1882
4558609924,"2016-04-10 00:00:00",Sunday,6263,4.139999866,0,0,290,1150,1906
4558609924,"2016-04-11 00:00:00",Monday,8828,5.840000153,0,0,308,1132,2149
4558609924,"2016-04-12 00:00:00",Tuesday,1260,0.8299999833,0,0,76,555,722
4702921684,"2016-03-29 00:00:00",Tuesday,6506,5.28000021,4,5,241,760,2886
4702921684,"2016-03-30 00:00:00",Wednesday,7583,6.150000095,3,13,227,742,2915
4702921684,"2016-03-31 00:00:00",Thursday,6963,5.650000095,0,0,256,759,2895
4702921684,"2016-04-01 00:00:00",Friday,7165,5.809999943,0,9,248,708,2923
4702921684,"2016-04-02 00:00:00",Saturday,10328,8.380000114,0,32,367,475,3323
4702921684,"2016-04-03 00:00:00",Sunday,12116,9.829999924,3,57,323,471,3357
4702921684,"2016-04-04 00:00:00",Monday,7810,6.360000134,6,27,216,746,2931
4702921684,"2016-04-05 00:00:00",Tuesday,6670,5.409999847,15,16,199,770,2848
4702921684,"2016-04-06 00:00:00",Wednesday,7605,6.179999828,4,4,248,708,2943
4702921684,"2016-04-07 00:00:00",Thursday,6585,5.340000153,0,0,210,770,2822
4702921684,"2016-04-08 00:00:00",Friday,8184,6.639999866,0,15,247,808,2981
4702921684,"2016-04-09 00:00:00",Saturday,14002,11.35999966,8,56,381,407,3597
4702921684,"2016-04-10 00:00:00",Sunday,11135,9.029999733,1,25,331,528,3224
4702921684,"2016-04-11 00:00:00",Monday,6499,5.269999981,0,0,207,809,2677
4702921684,"2016-04-12 00:00:00",Tuesday,0,0,0,0,0,1440,0
5553957443,"2016-04-01 00:00:00",Friday,12409,8.100000381,51,12,235,782,2142
5553957443,"2016-04-02 00:00:00",Saturday,2937,1.919999957,0,0,181,356,1615
5553957443,"2016-04-03 00:00:00",Sunday,1515,0.9900000095,0,0,93,507,1481
5553957443,"2016-04-04 00:00:00",Monday,8921,5.880000114,27,8,198,754,1892
5553957443,"2016-04-05 00:00:00",Tuesday,11306,7.380000114,40,26,218,772,2086
5553957443,"2016-04-06 00:00:00",Wednesday,12252,8,33,28,229,745,2044
5553957443,"2016-04-07 00:00:00",Thursday,15444,10.07999992,51,39,243,731,2249
5553957443,"2016-04-08 00:00:00",Friday,9938,6.489999771,38,24,193,767,2019
5553957443,"2016-04-09 00:00:00",Saturday,4599,3,0,0,176,578,1692
5553957443,"2016-04-10 00:00:00",Sunday,5594,3.650000095,4,25,150,552,1712
5553957443,"2016-04-11 00:00:00",Monday,11906,7.769999981,32,27,234,688,2065
5553957443,"2016-04-12 00:00:00",Tuesday,3436,2.24000001,7,11,50,61,633
5577150313,"2016-04-01 00:00:00",Friday,10461,7.869999886,99,31,142,721,3625
5577150313,"2016-04-02 00:00:00",Saturday,14873,11.10999966,202,36,153,663,4430
5577150313,"2016-04-03 00:00:00",Sunday,9917,7.409999847,58,27,240,700,3427
5577150313,"2016-04-04 00:00:00",Monday,7401,5.559999943,70,19,204,689,3492
5577150313,"2016-04-05 00:00:00",Tuesday,8964,6.699999809,107,18,145,756,3597
5577150313,"2016-04-06 00:00:00",Wednesday,11080,8.300000191,83,52,190,695,3765
5577150313,"2016-04-07 00:00:00",Thursday,4499,3.359999895,31,11,146,756,2775
5577150313,"2016-04-08 00:00:00",Friday,4363,3.25999999,8,2,156,813,2486
5577150313,"2016-04-09 00:00:00",Saturday,10494,7.840000153,123,62,138,601,3817
5577150313,"2016-04-10 00:00:00",Sunday,9776,7.380000114,80,35,162,721,3378
5577150313,"2016-04-11 00:00:00",Monday,2862,2.140000105,39,17,54,209,1511
6117666160,"2016-04-01 00:00:00",Friday,7444,5.619999886,0,0,286,568,2210
6117666160,"2016-04-02 00:00:00",Saturday,19658,14.84000015,3,30,475,466,2884
6117666160,"2016-04-03 00:00:00",Sunday,0,0,0,0,0,1440,1496
6117666160,"2016-04-04 00:00:00",Monday,8468,6.389999866,2,11,279,1148,2262
6117666160,"2016-04-05 00:00:00",Tuesday,9910,7.480000019,0,0,384,990,2445
6117666160,"2016-04-06 00:00:00",Wednesday,12409,9.369999886,0,0,491,388,2694
6117666160,"2016-04-07 00:00:00",Thursday,4853,3.660000086,0,0,156,770,1903
6117666160,"2016-04-08 00:00:00",Friday,8955,6.760000229,0,0,422,1018,2482
6117666160,"2016-04-09 00:00:00",Saturday,10789,8.149999619,0,0,506,413,2617
6117666160,"2016-04-10 00:00:00",Sunday,0,0,0,0,0,1440,0
6290855005,"2016-04-01 00:00:00",Friday,6633,5.010000229,0,0,280,1160,2778
